Date;OPEN_PRC;HIGH_1;LOW_1;TRDPRC_1;TRNOVR_UNS
2022-09-27;1322.48;1322.48;1322.48;1322.48;54221.68
2022-09-30;1312.65;1312.65;1312.65;1312.65;2625.3
2022-10-03;1317.52;1317.52;1317.52;1317.52;1317.52
2022-10-11;1287.64;1290.07;1287.64;1290.07;5157.85
2022-10-17;1303.39;1307.77;1303.39;1307.77;7842.24
2022-10-18;1341.51;1342.51;1341.51;1342.51;93974.7
2022-10-24;1327.42;1328.88;1327.42;1328.88;5314.06
2022-10-25;1366.34;1367.74;1366.34;1367.74;273546.6
2022-10-27;1384.11;1386.54;1384.11;1386.54;101214.0
2022-11-04;1361.38;1363.38;1360.6;1360.6;12248.96
2022-11-07;1379.7;1379.7;1379.7;1379.7;111755.7
2022-11-16;1447.83;1448.28;1442.66;1442.66;5787.05
2022-11-18;1432.16;1432.16;1432.16;1432.16;1432.16
2022-11-21;1432.1;1432.1;1432.1;1432.1;10024.7
2022-11-25;1466.34;1466.34;1466.34;1466.34;11730.72
2022-11-28;1456.79;1456.79;1456.79;1456.79;14567.9
2022-11-30;1445.44;1445.44;1445.22;1445.22;4336.1
2022-12-05;1482.35;1484.13;1479.82;1479.82;4446.3
2022-12-06;1448.29;1448.29;1448.29;1448.29;1448.29
2022-12-07;1439.47;1440.73;1439.47;1440.73;40339.18
2022-12-12;1444.72;1444.72;1444.72;1444.72;2889.44
2022-12-13;1472.44;1472.44;1472.44;1472.44;111905.44
2022-12-16;1403.08;1408.27;1403.08;1408.27;4219.62
2022-12-20;1387.67;1387.67;1387.67;1387.67;2775.34
2023-01-09;1403.23;1404.45;1403.23;1404.45;5616.58
2023-01-13;1434.85;1436.66;1434.85;1436.66;4308.17
2023-01-16;1439.44;1441.32;1439.44;1441.32;4322.08
2023-01-17;1439.98;1441.12;1439.98;1441.12;5763.34
2023-01-18;1445.65;1446.73;1445.65;1446.73;14466.22
2023-01-23;1431.03;1460.59;1430.05;1443.32;19383844.48
2023-01-25;1447.38;1447.38;1447.38;1447.38;5789.52
2023-01-26;1461.44;1462.11;1461.44;1462.11;2923.55
2023-01-31;1459.61;1459.61;1459.61;1459.61;2919.22
2023-02-10;1487.02;1487.42;1487.02;1487.42;2974.44
2023-02-15;1497.16;1497.96;1495.53;1497.15;115180.93
2023-02-16;1492.65;1492.65;1492.65;1492.65;1492.65
2023-02-17;1473.48;1476.48;1473.48;1475.74;47201.62
2023-02-21;1475.02;1475.02;1475.02;1475.02;1475.02
2023-03-02;1431.69;1436.9;1431.69;1436.9;14330.46
2023-03-08;1443.85;1443.85;1443.85;1443.85;2887.7
2023-03-15;1386.48;1386.48;1386.48;1386.48;1386.48
2023-03-17;1427.66;1429.9;1427.66;1429.9;7147.26
2023-03-22;1436.84;1438.59;1436.84;1438.59;25892.87
2023-03-23;1416.2;1416.57;1416.2;1416.57;19831.61
2023-03-30;1445.54;1445.54;1445.54;1445.54;1445.54
2023-04-05;1457.33;1457.33;1445.42;1449.9;932779.13
2023-04-12;1477.46;1477.46;1477.46;1477.46;22161.9
2023-04-13;1459.5;1459.5;1459.5;1459.5;110922.0
2023-04-14;1467.24;1467.24;1467.24;1467.24;2934.48
2023-04-19;1466.61;1466.61;1466.61;1466.61;302121.66
2023-04-21;1463.06;1463.06;1463.06;1463.06;43891.8
2023-04-26;1447.81;1447.81;1447.81;1447.81;17373.72
2023-04-27;1438.43;1438.43;1438.43;1438.43;12945.87
2023-05-09;1452.16;1452.16;1450.63;1450.95;555955.94
2023-05-11;1447.91;1448.06;1447.91;1448.06;752958.72
2023-05-12;1450.77;1450.77;1450.77;1450.77;2901.54
2023-05-16;1440.14;1440.15;1440.14;1440.15;799281.17
2023-05-18;1452.69;1455.94;1452.69;1455.94;845702.89
2023-05-22;1460.6;1460.61;1460.6;1460.61;847149.0
2023-05-24;1442.69;1442.69;1442.69;1442.69;2885.38
2023-05-25;1447.73;1447.73;1447.73;1447.73;694910.4
2023-05-30;1477.88;1477.88;1477.88;1477.88;1477.88
2023-05-31;1459.05;1459.05;1459.05;1459.05;4377.15
2023-06-01;1461.72;1463.48;1461.72;1463.48;304375.68
2023-06-02;1491.41;1491.41;1490.05;1490.05;978137.88
2023-06-05;1494.71;1494.84;1494.71;1494.84;866944.8
2023-06-07;1501.6;1501.6;1501.46;1501.46;731212.0
2023-06-13;1530.55;1530.55;1530.55;1530.55;53569.25
2023-06-20;1536.92;1539.69;1536.07;1539.12;93834.68
2023-06-21;1540.12;1540.12;1540.12;1540.12;13861.08
2023-06-22;1527.9;1527.9;1527.9;1527.9;22918.5
2023-06-27;1521.98;1521.98;1521.98;1521.98;33483.56
2023-06-29;1535.15;1535.15;1535.15;1535.15;79827.8
2023-06-30;1543.14;1558.31;1543.14;1558.31;713335.14
2023-07-04;1562.36;1562.36;1562.36;1562.36;3124.72
2023-07-11;1558.32;1560.65;1553.58;1560.48;1063138.77
2023-07-12;1572.05;1572.05;1572.05;1572.05;6288.2
2023-07-17;1584.33;1585.84;1580.53;1581.43;1278585.46
2023-07-18;1595.87;1595.87;1595.86;1595.86;194695.44
2023-07-19;1601.35;1602.0;1601.35;1602.0;40035.05
2023-07-24;1599.36;1599.36;1599.36;1599.36;1599.36
2023-07-25;1609.52;1609.52;1609.52;1609.52;19314.24
2023-07-27;1613.78;1613.78;1613.78;1613.78;83916.56
2023-07-28;1600.09;1603.77;1600.09;1603.77;14404.49
2023-08-04;1580.99;1580.99;1580.99;1580.99;45848.71
2023-08-08;1574.99;1574.99;1566.98;1566.98;177486.0
2023-08-11;1565.74;1565.74;1565.74;1565.74;15657.4
2023-08-17;1546.09;1546.09;1546.09;1546.09;35560.07
2023-08-18;1527.0;1527.72;1527.0;1527.72;18327.61
2023-08-21;1528.66;1528.66;1528.66;1528.66;3057.32
2023-08-22;1535.36;1535.36;1535.36;1535.36;1535.36
2023-08-25;1530.14;1535.06;1530.14;1535.06;18391.2
2023-08-30;1575.7;1575.7;1575.7;1575.7;67755.1
2023-09-06;1558.27;1559.8;1555.46;1557.76;796089.38
2023-09-07;1549.0;1549.0;1549.0;1549.0;1549.0
2023-09-08;1558.45;1558.79;1558.45;1558.79;3117.24
2023-09-11;1559.62;1560.94;1559.62;1560.94;9360.36
2023-09-13;1560.14;1561.65;1555.9;1555.9;6239.34
2023-09-15;1561.49;1562.59;1561.33;1562.59;4685.41
2023-09-18;1557.01;1557.27;1557.01;1557.27;3114.28
2023-09-20;1550.17;1550.17;1549.08;1549.08;85225.56
2023-09-21;1531.02;1531.02;1531.02;1531.02;1531.02
2023-09-22;1511.79;1511.79;1511.79;1511.79;72565.92
2023-09-29;1501.43;1502.15;1498.15;1500.35;751839.86
2023-10-02;1497.55;1497.55;1497.55;1497.55;1497.55
2023-10-03;1481.02;1482.5;1480.7;1482.5;244655.54
2023-10-04;1453.2;1465.48;1453.2;1465.48;196325.74
2023-10-05;1468.66;1473.25;1468.15;1473.25;27900.46
2023-10-06;1461.05;1461.05;1461.05;1461.05;1461.05
2023-10-09;1472.23;1472.23;1472.23;1472.23;30916.83
2023-10-11;1504.51;1504.51;1504.51;1504.51;72216.48
2023-10-12;1513.26;1513.38;1511.31;1511.31;2701278.77
2023-10-23;1440.87;1440.87;1440.87;1440.87;1440.87
2023-10-24;1442.7;1442.71;1442.7;1442.71;266900.86
2023-10-30;1408.74;1408.74;1408.74;1408.74;4226.22
2023-11-10;1474.34;1474.34;1474.34;1474.34;1474.34
2023-11-13;1487.05;1487.05;1487.05;1487.05;1487.05
2023-11-14;1526.0;1526.0;1526.0;1526.0;149548.0
2023-11-17;1534.4;1534.4;1534.4;1534.4;1534.4
2023-11-21;1548.75;1549.38;1548.06;1548.06;4646.19
2023-11-23;1555.86;1555.86;1555.86;1555.86;34228.92
2023-11-24;1554.9;1554.9;1554.9;1554.9;3109.8
2023-11-28;1558.25;1558.25;1558.25;1558.25;1558.25
2023-11-29;1564.94;1564.94;1564.94;1564.94;3129.88
2023-12-06;1582.82;1582.82;1582.82;1582.82;77558.18
2023-12-07;1577.25;1577.25;1577.25;1577.25;3154.5
2023-12-12;1606.53;1611.13;1606.53;1611.13;8042.32
2023-12-15;1643.61;1643.61;1643.61;1643.61;21366.93
2023-12-18;1629.71;1629.71;1629.71;1629.71;3259.42
2023-12-21;1623.09;1626.8;1623.09;1626.8;6499.78
2023-12-27;1642.23;1642.23;1642.23;1642.23;14780.07
2023-12-29;1652.12;1653.25;1649.22;1653.25;118863.88
2024-01-03;1623.77;1623.77;1623.77;1623.77;16237.7
2024-01-09;1632.74;1632.74;1626.72;1626.72;4892.2
2024-01-12;1630.27;1630.27;1630.27;1630.27;1630.27
2024-01-15;1621.74;1621.74;1620.39;1620.39;9723.69
2024-01-16;1620.57;1620.57;1620.57;1620.57;1620.57
2024-01-17;1613.3;1613.3;1609.29;1612.14;38708.86
2024-01-18;1614.54;1614.54;1613.22;1613.22;8071.38
2024-01-19;1619.1;1621.29;1619.1;1621.29;34003.29
2024-01-22;1639.97;1639.97;1638.53;1638.53;18038.23
2024-01-26;1636.84;1636.84;1636.84;1636.84;24552.6
2024-01-30;1651.75;1651.75;1651.75;1651.75;1651.75
2024-01-31;1660.21;1660.21;1651.87;1651.87;131073.19
2024-02-01;1637.36;1637.36;1637.36;1637.36;9824.16
2024-02-05;1655.96;1655.96;1650.97;1650.97;861909.77
2024-02-06;1647.57;1647.57;1647.33;1647.33;42836.34
2024-02-08;1659.38;1660.97;1659.38;1660.93;44834.66
2024-02-13;1647.71;1647.71;1647.71;1647.71;1647.71
2024-02-14;1654.27;1654.27;1653.95;1653.95;4962.17
2024-02-20;1662.84;1662.84;1662.84;1662.84;1662.84
2024-02-21;1663.49;1663.49;1663.49;1663.49;3326.98
2024-02-22;1683.55;1683.55;1683.55;1683.55;3367.1
2024-03-01;1687.7;1687.7;1687.7;1687.7;1687.7
2024-03-11;1682.28;1688.6;1681.89;1688.16;402535.98
2024-03-12;1691.17;1694.56;1691.17;1692.47;42321.23
2024-03-14;1704.86;1704.86;1704.86;1704.86;1704.86
2024-03-25;1711.9;1712.13;1710.97;1712.03;309758.38
2024-04-09;1706.27;1706.27;1706.27;1706.27;1706.27
2024-04-10;1710.14;1710.14;1682.23;1683.32;5075.69
2024-04-11;1680.52;1681.45;1680.52;1681.45;5042.77
2024-04-12;1667.79;1667.79;1667.32;1667.32;428565.63
2024-04-16;1632.24;1632.24;1632.11;1632.11;132209.36
2024-04-17;1629.52;1630.01;1629.18;1629.18;4888.71
2024-04-19;1605.28;1613.45;1605.28;1612.38;8052.43
2024-04-22;1623.03;1623.03;1622.41;1622.41;24344.83
2024-04-23;1629.38;1629.38;1629.38;1629.38;1629.38
2024-04-25;1651.76;1651.76;1643.83;1643.83;8235.64
2024-04-30;1659.71;1659.71;1659.71;1659.71;1659.71
2024-05-02;1644.43;1650.49;1644.43;1650.49;32910.6
2024-05-03;1652.75;1652.75;1652.75;1652.75;1652.75
2024-05-06;1673.82;1673.82;1673.82;1673.82;1673.82
2024-05-08;1670.93;1670.93;1669.37;1669.37;3340.3
2024-05-10;1689.53;1691.82;1689.53;1691.82;1949083.78
2024-05-13;1691.41;1692.04;1687.92;1692.04;201273.23
2024-05-16;1708.59;1708.59;1708.59;1708.59;391267.11
2024-05-28;1674.41;1676.63;1673.03;1673.03;251272.22
2024-06-05;1679.15;1679.15;1679.15;1679.15;5037.45
2024-06-10;1693.24;1693.24;1693.24;1693.24;23705.36
2024-06-11;1682.76;1682.76;1682.76;1682.76;11779.32
2024-06-12;1708.52;1708.52;1708.52;1708.52;3417.04
2024-06-19;1725.98;1725.98;1725.98;1725.98;1725.98
2024-06-20;1732.33;1732.33;1730.17;1730.17;3462.5
2024-06-24;1716.62;1716.62;1713.41;1713.41;6859.95
2024-06-25;1704.54;1710.73;1691.77;1691.77;936107.81
2024-06-26;1709.53;1709.53;1709.53;1709.53;3419.06
2024-07-01;1713.51;1713.51;1713.51;1713.51;1713.51
2024-07-04;1734.11;1734.11;1734.11;1734.11;1734.11
2024-07-05;1733.25;1733.25;1733.25;1733.25;10399.5
2024-07-11;1771.11;1775.82;1767.75;1767.75;10629.8
2024-07-12;1757.63;1757.63;1757.63;1757.63;1757.63
2024-07-22;1748.09;1754.82;1744.02;1749.5;20995.69
2024-07-23;1755.74;1755.74;1755.74;1755.74;1755.74
2024-07-24;1724.95;1724.95;1724.95;1724.95;1724.95
2024-07-25;1709.92;1709.92;1709.92;1709.92;1709.92
2024-07-26;1724.95;1724.95;1724.95;1724.95;1724.95
2024-07-29;1739.7;1739.7;1735.74;1736.32;5211.76
2024-07-30;1737.46;1737.46;1737.46;1737.46;1737.46
2024-08-01;1758.09;1758.09;1758.09;1758.09;1758.09
2024-08-02;1706.34;1706.34;1706.34;1706.34;1706.34
2024-08-07;1670.99;1670.99;1670.99;1670.99;8354.95
2024-08-08;1656.14;1659.98;1656.14;1659.98;3316.12
2024-08-09;1680.66;1680.66;1674.46;1674.46;3355.12
2024-08-12;1677.91;1679.77;1672.46;1672.46;15108.76
2024-08-13;1678.92;1678.92;1678.92;1678.92;1678.92
2024-08-22;1761.39;1761.39;1759.72;1759.72;3521.11
2024-08-26;1774.34;1776.0;1774.34;1776.0;907403.0
2024-08-27;1763.82;1763.82;1759.45;1759.45;5284.92
2024-08-29;1756.89;1756.89;1756.89;1756.89;10541.34
2024-09-02;1772.71;1772.71;1772.71;1772.71;1772.71
2024-09-03;1768.36;1768.36;1763.02;1763.02;5297.2
2024-09-10;1719.7;1719.7;1719.7;1719.7;1719.7
2024-09-11;1736.06;1736.06;1732.89;1732.89;3468.95
2024-09-13;1767.43;1767.43;1767.43;1767.43;1767.43
2024-09-19;1804.19;1804.19;1803.34;1803.34;3607.53
2024-09-23;1794.16;1794.16;1794.16;1794.16;1794.16
2024-09-27;1819.44;1819.44;1819.44;1819.44;1819.44
2024-09-30;1816.21;1816.22;1811.45;1811.45;52660.82
2024-10-02;1795.84;1797.17;1791.14;1796.24;1243670.22
2024-10-04;1790.8;1790.8;1790.8;1790.8;8954.0
2024-10-08;1787.62;1787.87;1787.62;1787.87;5363.36
2024-10-10;1813.83;1813.84;1813.83;1813.84;85250.38
2024-10-15;1837.58;1837.61;1830.59;1830.59;40413.32
2024-10-17;1835.58;1835.59;1829.06;1829.06;9164.87
2024-10-21;1831.11;1831.11;1815.43;1815.43;3646.54
2024-10-23;1809.68;1809.68;1807.2;1807.2;86805.12
2024-10-28;1826.0;1826.0;1826.0;1826.0;401720.0
2024-11-05;1791.1;1791.16;1791.1;1791.16;7164.47
2024-11-13;1885.52;1886.49;1882.78;1882.78;512878.58
2024-11-14;1893.34;1893.34;1893.34;1893.34;111707.06
2024-11-18;1860.16;1862.97;1860.16;1862.97;85693.81
2024-11-19;1851.3;1851.3;1851.3;1851.3;1851.3
2024-11-20;1862.85;1862.85;1862.85;1862.85;109908.15
2024-11-22;1888.42;1900.11;1887.1;1899.98;978867.18
2024-11-25;1918.45;1918.45;1917.96;1917.96;222511.78
2024-11-27;1906.96;1906.97;1900.88;1900.88;198037.98
2024-11-28;1905.83;1905.83;1900.39;1901.36;621677.95
2024-12-05;1919.51;1919.51;1919.51;1919.51;95975.5
2024-12-06;1920.31;1920.31;1920.31;1920.31;1920.31
2024-12-10;1908.23;1908.4;1908.23;1908.4;7633.26
2024-12-11;1902.36;1910.14;1902.36;1910.14;7625.0
2024-12-12;1899.03;1899.03;1899.03;1899.03;3798.06
2024-12-13;1896.26;1896.26;1896.26;1896.26;3792.52
2024-12-18;1875.71;1883.02;1875.7;1883.02;7510.14
2024-12-19;1824.94;1824.94;1824.94;1824.94;5474.82
2024-12-30;1819.39;1819.39;1819.39;1819.39;1819.39
2025-01-02;1803.9;1805.48;1803.9;1805.48;72189.18
2025-01-03;1813.09;1822.02;1813.09;1818.34;334489.81
2025-01-07;1824.63;1824.63;1824.63;1824.63;16421.67
2025-01-10;1813.21;1813.21;1813.21;1813.21;1813.21
2025-01-13;1770.42;1770.42;1770.42;1770.42;1770.42
2025-01-14;1808.32;1808.33;1802.92;1803.17;328268.66
2025-01-17;1849.71;1849.71;1849.71;1849.71;112832.31
2025-01-20;1860.83;1860.83;1860.83;1860.83;1860.83
2025-01-22;1879.49;1879.49;1879.48;1879.48;186069.0
2025-01-28;1831.09;1831.09;1831.09;1831.09;16479.81
2025-01-30;1840.0;1840.73;1836.81;1836.81;274154.36
2025-02-04;1805.44;1805.44;1805.44;1805.44;3610.88
2025-02-06;1834.35;1834.35;1827.12;1827.12;98671.71
2025-02-07;1826.7;1826.7;1826.55;1826.55;113246.25
2025-02-10;1826.5;1826.5;1826.5;1826.5;96804.5
2025-02-11;1822.79;1822.8;1822.23;1822.23;87493.11
2025-02-12;1807.33;1814.33;1807.33;1814.33;144968.74
2025-02-13;1817.88;1817.88;1817.88;1817.88;1817.88
2025-02-21;1855.76;1855.76;1855.76;1855.76;5567.28
2025-02-25;1797.07;1797.07;1797.07;1797.07;3594.14
2025-02-26;1815.0;1818.27;1813.78;1818.27;87094.65
2025-02-28;1778.27;1778.27;1778.27;1778.27;1778.27
2025-03-03;1812.04;1812.04;1812.04;1812.04;56173.24
2025-03-05;1753.58;1753.95;1748.57;1748.57;394206.87
2025-03-06;1754.01;1754.01;1754.01;1754.01;5262.03
2025-03-07;1743.94;1743.95;1725.15;1725.15;24292.02
2025-03-10;1738.03;1738.62;1730.39;1730.84;26021.12
2025-03-11;1702.97;1702.97;1692.41;1692.41;331363.5
2025-03-12;1702.92;1702.92;1702.92;1702.92;1702.92
2025-03-13;1694.41;1695.92;1688.57;1688.58;1046911.78
2025-03-14;1712.13;1712.13;1710.32;1710.32;140338.55
2025-03-17;1723.13;1723.13;1720.86;1721.48;382273.38
2025-03-18;1713.29;1713.29;1713.29;1713.29;90804.37
2025-03-19;1714.39;1715.25;1713.82;1715.25;190315.21
2025-03-20;1722.38;1722.38;1722.38;1722.38;8611.9
2025-03-21;1708.79;1713.76;1706.45;1713.76;468230.56
2025-03-24;1734.87;1746.86;1734.87;1746.86;214335.49
2025-03-25;1751.62;1751.62;1751.62;1751.62;92835.86
2025-03-27;1733.07;1733.07;1733.07;1733.07;91852.71
2025-03-28;1710.25;1710.25;1706.94;1706.94;271685.95
2025-03-31;1693.04;1693.05;1680.43;1680.43;16896.98
2025-04-01;1712.26;1712.46;1708.05;1708.05;656302.29
2025-04-02;1723.86;1723.86;1723.86;1723.86;3447.72
2025-04-11;1616.7;1620.96;1592.58;1596.86;1780438.05
2025-04-14;1649.07;1652.18;1645.22;1645.22;36270.04
2025-04-16;1626.91;1626.91;1626.91;1626.91;87853.14
2025-04-17;1604.01;1604.01;1603.12;1603.12;173185.02
2025-04-22;1582.6;1601.57;1580.59;1601.57;801199.61
2025-04-23;1641.34;1656.36;1635.02;1635.02;727685.97
2025-04-24;1628.62;1653.42;1627.73;1651.24;29564.88
2025-04-25;1659.15;1659.15;1647.28;1647.28;198468.89
2025-04-28;1676.06;1676.06;1666.39;1668.93;656510.14
2025-04-29;1667.61;1672.3;1667.61;1672.09;289045.26
2025-04-30;1667.99;1667.99;1667.31;1667.31;173435.6
2025-05-05;1722.91;1722.91;1710.02;1710.58;501622.24
2025-05-06;1712.34;1712.34;1712.34;1712.34;6849.36
2025-05-07;1713.25;1717.06;1713.25;1717.06;229769.81
2025-05-08;1731.94;1731.94;1731.94;1731.94;90060.88
2025-05-09;1737.95;1746.57;1737.95;1746.57;96026.87
2025-05-12;1780.43;1788.08;1777.57;1782.47;278098.16
2025-05-13;1788.06;1797.1;1788.06;1797.1;1656852.7
2025-05-14;1808.23;1809.98;1808.23;1809.97;114025.05
2025-05-16;1822.73;1822.73;1822.73;1822.73;89313.77
2025-05-19;1819.09;1832.49;1819.09;1832.49;70994.27
2025-05-21;1824.55;1825.69;1824.55;1825.69;115016.19
2025-05-22;1794.63;1794.63;1794.62;1794.62;184846.39
2025-05-23;1796.23;1796.23;1793.0;1793.0;3589.23
2025-05-27;1807.67;1820.38;1807.67;1820.38;201164.8
2025-05-28;1828.48;1828.48;1828.48;1828.48;43883.52
2025-05-29;1841.35;1841.35;1841.35;1841.35;5524.05
2025-05-30;1823.82;1823.82;1819.17;1819.17;47307.72
2025-06-03;1825.15;1825.15;1825.15;1825.15;3650.3
2025-06-04;1841.33;1841.33;1840.74;1840.74;776945.76
2025-06-05;1843.02;1843.02;1842.53;1842.53;125321.93
2025-06-06;1836.04;1836.04;1836.04;1836.04;44064.96
2025-06-13;1812.88;1812.88;1812.88;1812.88;88831.12
2025-06-16;1817.74;1817.74;1817.73;1817.73;27265.98
2025-06-17;1818.65;1818.65;1818.65;1818.65;5455.95
2025-06-19;1793.82;1793.82;1793.82;1793.82;55608.42
2025-06-20;1809.26;1811.42;1809.26;1811.42;54284.52
2025-06-23;1819.86;1819.86;1819.86;1819.86;14558.88
2025-06-24;1844.86;1844.86;1844.32;1844.46;173407.57
2025-06-25;1848.79;1848.79;1848.79;1848.79;5546.37
2025-06-26;1851.16;1851.16;1851.16;1851.16;5553.48
2025-06-27;1859.85;1859.85;1859.85;1859.85;3719.7
2025-07-01;1870.66;1870.66;1870.66;1870.66;3741.32
2025-07-02;1877.47;1877.47;1871.28;1876.16;59963.51
2025-07-03;1887.12;1890.78;1887.12;1890.78;68058.86
2025-07-04;1888.08;1888.08;1888.08;1888.08;7552.32
2025-07-08;1878.21;1882.6;1875.32;1882.6;786573.47
2025-07-09;1879.6;1879.6;1879.6;1879.6;28194.0
2025-07-10;1883.88;1883.88;1883.88;1883.88;15071.04
2025-07-14;1872.07;1872.07;1872.07;1872.07;18720.7
2025-07-15;1888.2;1888.2;1888.2;1888.2;16993.8
2025-07-16;1860.03;1860.03;1858.86;1858.86;59494.05
2025-07-18;1888.99;1888.99;1888.99;1888.99;43446.77
2025-07-21;1889.56;1889.56;1889.56;1889.56;18895.6
2025-07-22;1878.91;1878.91;1878.91;1878.91;5636.73
2025-07-24;1891.46;1891.46;1891.45;1891.45;119161.58
2025-07-25;1890.1;1890.1;1889.92;1890.02;105838.02
2025-07-31;1880.24;1880.24;1880.24;1880.24;16922.16
2025-08-01;1850.47;1850.47;1828.12;1839.89;1041890.39
2025-08-04;1852.15;1863.18;1851.68;1863.18;407523.03
2025-08-05;1871.46;1871.46;1871.46;1871.46;1871.46
2025-08-06;1857.42;1857.42;1857.42;1857.42;85441.32
2025-08-07;1870.39;1878.56;1863.32;1863.32;418501.1
2025-08-08;1868.24;1871.61;1868.24;1871.21;140362.35
2025-08-11;1879.69;1881.9;1877.66;1877.66;210525.76
2025-08-12;1880.04;1881.53;1876.22;1876.22;402207.7
2025-08-13;1891.32;1892.87;1891.32;1892.87;9461.25
2025-08-27;1904.54;1904.54;1904.54;1904.54;3809.08
2025-08-28;1910.04;1913.35;1903.96;1903.96;34358.56
2025-08-29;1897.74;1897.74;1896.83;1896.83;64515.88
2025-09-01;1898.37;1900.12;1898.37;1900.12;131085.18
2025-09-02;1887.8;1887.8;1870.85;1870.85;1012692.24
2025-09-03;1874.72;1880.91;1874.72;1877.33;43196.37
2025-09-04;1880.36;1880.36;1880.09;1880.09;7520.9
2025-09-05;1885.82;1885.82;1876.76;1876.76;112979.19
2025-09-08;1890.37;1890.37;1882.72;1882.72;239226.31
2025-09-10;1887.5;1888.0;1887.5;1887.56;636114.01
2025-09-11;1888.06;1908.76;1888.06;1908.76;35976.31
2025-09-15;1907.29;1909.79;1901.97;1907.49;221243.92
2025-09-16;1907.78;1908.3;1898.86;1898.86;20922.02
2025-09-17;1902.03;1911.39;1902.03;1911.39;24786.6
2025-09-18;1919.99;1938.06;1919.99;1938.06;1124028.02
2025-09-19;1931.09;1931.09;1925.3;1925.3;3856.39
2025-09-22;1924.57;1930.94;1924.57;1930.94;25044.94
2025-09-23;1938.69;1938.69;1938.69;1938.69;1938.69
2025-09-24;1937.21;1937.28;1931.86;1931.86;19345.56
2025-09-25;1932.3;1932.31;1926.84;1926.84;17368.87
2025-09-26;1933.31;1933.31;1933.31;1933.31;5799.93
2025-09-29;1950.58;1954.07;1950.39;1954.07;246162.3
